h3_index,h3_resolution,hex_lat,hex_lon,expected_unit_count,max_p_any_unit,contributing_units
852d6d73fffffff,5,50.7941,40.6531,0.000787,0.000675,4
851e6dc7fffffff,5,50.7269,34.2815,0.02522,0.005673,18
852d6a7bfffffff,5,48.5617,41.8225,0.000429,0.000392,5
851e6933fffffff,5,49.5409,35.7007,0.017006,0.002751,44
852d6eb3fffffff,5,49.5257,39.6577,0.002007,0.000853,30
852d644bfffffff,5,48.0995,35.9571,0.024465,0.002179,43
851196dbfffffff,5,50.0615,35.5836,0.033108,0.005362,31
8511b263fffffff,5,51.3169,34.5379,0.022844,0.005103,16
851e698ffffffff,5,49.8477,35.2929,0.01814,0.002412,31
852d693bfffffff,5,50.8705,42.3444,0.000216,0.000191,2
852d6367fffffff,5,48.1598,39.5846,0.008826,0.001181,36
852d4513fffffff,5,48.0788,40.234,0.002197,0.000986,26
8511932bfffffff,5,51.2095,39.3367,0.001337,0.001229,10
852d6dcffffffff,5,50.7228,40.0471,0.000983,0.00081,8
851e6bb3fffffff,5,49.1677,34.661,0.001858,0.000299,28
852d41affffffff,5,48.2305,42.1913,0.000288,0.000254,5
852d6227fffffff,5,47.7277,38.6178,0.061886,0.002951,38
85119a2ffffffff,5,52.0092,42.1886,0.002124,0.00183,3
8511946bfffffff,5,51.0733,36.1949,0.018451,0.001832,20
852d6237fffffff,5,47.7523,38.405,0.090159,0.005269,38
8511945bfffffff,5,50.8554,35.4884,0.030893,0.005114,20
852d6c8ffffffff,5,50.281,39.0196,0.002544,0.000588,22
852d680bfffffff,5,49.7842,40.9853,0.00059,0.000408,4
8511b623fffffff,5,51.8827,32.8053,0.00106,0.000328,8
852d66bbfffffff,5,47.9269,36.2678,0.044806,0.003255,40
851e6ba3fffffff,5,49.0291,34.7497,0.001766,0.000243,28
852d6377fffffff,5,48.1858,39.3685,0.014617,0.001218,37
8511931bfffffff,5,51.0074,38.5926,0.001708,0.001056,15
852d694bfffffff,5,50.2097,42.0373,0.000241,0.000135,3
852d4503fffffff,5,48.0509,40.4509,0.001554,0.000894,23
852d64b7fffffff,5,49.156,35.7298,0.006856,0.001085,47
8511b2cffffffff,5,51.2951,33.671,0.010857,0.002,11
852d6a8bfffffff,5,48.9486,41.0063,0.000794,0.000707,6
852d6a0ffffffff,5,48.8612,41.6721,0.000477,0.000437,5
8511b253fffffff,5,51.1606,33.7647,0.014032,0.002798,11
852d6bcbfffffff,5,49.3703,42.0405,0.000286,0.000246,4
8511966ffffffff,5,50.2028,36.9605,0.047166,0.007297,34
852d6ea3fffffff,5,49.5004,39.8802,0.001478,0.000835,29
851e6923fffffff,5,49.4024,35.7875,0.013213,0.001927,44
8511909bfffffff,5,51.3229,36.4607,0.008786,0.001026,20
852d68cffffffff,5,49.6904,40.6143,0.00075,0.000548,5
852d6d0bfffffff,5,50.8198,40.4233,0.000883,0.000764,4
851194d7fffffff,5,51.29,34.9832,0.02478,0.005482,17
852d4c93fffffff,5,48.9198,42.2652,0.000259,0.000239,5
85119aabfffffff,5,52.0908,41.4752,0.002142,0.00161,3
851e6db7fffffff,5,50.8705,35.2667,0.0321,0.006317,18
852d6877fffffff,5,49.877,41.3589,0.000444,0.000286,4
85119043fffffff,5,50.8604,37.1839,0.014198,0.002115,23
852d6d63fffffff,5,50.768,40.8831,0.00069,0.000585,3
852d6e4bfffffff,5,48.5218,39.9988,0.002916,0.001174,26
85119617fffffff,5,50.5411,36.1162,0.044001,0.007596,20
852d69b7fffffff,5,51.3476,41.8766,0.000401,0.000386,2
851e6c77fffffff,5,50.4842,33.1317,0.004337,0.000973,12
852d6c23fffffff,5,50.3317,39.8394,0.000999,0.000582,11
852d45d7fffffff,5,47.9859,39.8795,0.00447,0.001044,35
852d44abfffffff,5,47.4781,39.5495,0.00631,0.000762,32
851e6b37fffffff,5,48.751,34.9261,0.002415,0.000313,35
85119e6bfffffff,5,51.6531,40.3909,0.001079,0.001061,2
851192affffffff,5,50.658,37.9475,0.006741,0.001012,22
852d4497fffffff,5,47.5567,38.9109,0.027628,0.001497,37
852d6c37fffffff,5,50.4784,39.7568,0.001035,0.000694,8
85119403fffffff,5,51.3865,35.5598,0.016399,0.00299,17
851e6c8bfffffff,5,51.024,32.7521,0.002665,0.00069,9
852d6d77fffffff,5,50.9159,40.8022,0.000763,0.000681,3
852d69a3fffffff,5,51.1984,41.9555,0.000359,0.00034,2
851e6dcbfffffff,5,50.6475,33.898,0.016433,0.00338,14
85119603fffffff,5,50.3995,36.2073,0.050738,0.009696,26
851e6937fffffff,5,49.5095,35.9323,0.01973,0.00324,44
852d6e37fffffff,5,49.4482,40.3259,0.001001,0.000763,16
851e68b7fffffff,5,50.1026,34.2651,0.010166,0.001576,22
852d6eb7fffffff,5,49.6474,39.7991,0.00144,0.000747,29
85119683fffffff,5,50.5741,35.6739,0.036473,0.004092,20
8511b67bfffffff,5,51.4006,32.7056,0.001892,0.00053,8
852d6863fffffff,5,49.728,41.4366,0.000435,0.000315,4
852d644ffffffff,5,48.2087,36.0994,0.025767,0.001594,45
8511b267fffffff,5,51.4427,34.6644,0.019439,0.004174,15
852d628ffffffff,5,47.5858,37.6949,0.13065,0.010068,38
852d6a23fffffff,5,49.1006,41.967,0.000337,0.000306,5
851e6d4bfffffff,5,50.2672,33.9374,0.010258,0.001762,18
851194c3fffffff,5,51.1503,35.0782,0.028482,0.006315,18
852d4517fffffff,5,48.199,40.3734,0.00175,0.000978,26
8511932ffffffff,5,51.3324,39.482,0.001329,0.001268,5
851e6bb7fffffff,5,49.1384,34.8929,0.002344,0.000412,32
851e6c0bfffffff,5,50.6454,32.7981,0.002686,0.000693,11
85119383fffffff,5,51.3173,38.1895,0.001741,0.001088,15
852d6bb7fffffff,5,50.3002,42.4195,0.000162,0.000101,3
852d456bfffffff,5,47.6961,41.0366,0.000729,0.000524,13
852d6ca3fffffff,5,50.5262,39.303,0.001353,0.000769,15
8511946ffffffff,5,51.1981,36.3274,0.013038,0.001409,20
85119a43fffffff,5,51.4024,41.4084,0.000593,0.000574,2
852d623bfffffff,5,47.4861,38.3553,0.061331,0.002669,37
8511b053fffffff,5,52.0963,33.1,0.001026,0.000319,8
852d41c3fffffff,5,47.6359,41.4693,0.000502,0.000362,7
852d680ffffffff,5,49.9051,41.1325,0.00052,0.000326,4
8511b627fffffff,5,51.9897,32.9524,0.001064,0.000329,8
851e6863fffffff,5,49.4182,33.6379,0.000967,0.000253,18
852d6a77fffffff,5,48.8311,41.8944,0.00039,0.000358,5
8511b2bbfffffff,5,51.7762,33.7769,0.005212,0.001105,10
852d64a3fffffff,5,49.0168,35.8161,0.006231,0.000787,43
852d637bfffffff,5,47.9185,39.3126,0.016593,0.001073,36
852d694ffffffff,5,50.3301,42.1898,0.000211,0.000134,3
851196d7fffffff,5,50.3087,35.6379,0.038147,0.005564,24
851e69a3fffffff,5,49.786,35.7587,0.029327,0.005328,36
851e698bfffffff,5,49.8779,35.0593,0.013935,0.001717,28
852d6937fffffff,5,51.1409,42.423,0.00022,0.000207,2
852d64bbfffffff,5,48.9086,35.6724,0.005019,0.000522,43
8511b2d3fffffff,5,51.3489,33.1891,0.004822,0.00105,10
852d6a8ffffffff,5,49.0689,41.1511,0.000693,0.000615,6
852d6363fffffff,5,48.0391,39.4482,0.012367,0.001137,36
852d6dcbfffffff,5,50.6006,39.9015,0.000998,0.000758,8
8511b60ffffffff,5,51.6674,32.5121,0.00093,0.000293,8
852d41abfffffff,5,48.1116,42.0451,0.00033,0.000284,5
852d4583fffffff,5,48.2537,39.9388,0.003798,0.001143,29
852d6bcffffffff,5,49.4901,42.1904,0.000234,0.000193,4
8511939bfffffff,5,51.1934,38.0493,0.002192,0.00099,15
852d6223fffffff,5,47.6069,38.4861,0.064276,0.002989,37
85119a2bfffffff,5,51.888,42.0305,0.001519,0.001168,3
851e6c23fffffff,5,50.5666,33.5146,0.009007,0.001559,14
85119457fffffff,5,51.1209,35.5239,0.024421,0.004521,18
852d6c8bfffffff,5,50.1584,38.8793,0.00426,0.001007,29
852d6d0ffffffff,5,50.9418,40.5716,0.000865,0.000778,3
851194dbfffffff,5,51.0249,34.9509,0.031838,0.007229,18
851e6d63fffffff,5,50.1818,34.6456,0.015932,0.00251,22
852d4c97fffffff,5,49.0391,42.4145,0.000211,0.000194,5
852d66b7fffffff,5,48.1768,36.3262,0.038387,0.002483,45
852d687bfffffff,5,49.6075,41.2888,0.000508,0.000394,4
85119047fffffff,5,50.9846,37.3197,0.008769,0.001462,20
851e68cffffffff,5,49.8562,33.1253,0.001419,0.00041,14
852d6e4ffffffff,5,48.6424,40.1386,0.002115,0.001127,26
8511961bfffffff,5,50.2752,36.0775,0.051339,0.009847,34
85119317fffffff,5,51.2756,38.6476,0.001496,0.001206,15
852d69bbfffffff,5,51.0774,41.8011,0.000397,0.000368,2
852d44affffffff,5,47.5982,39.6848,0.005449,0.000834,35
852d6a0bfffffff,5,48.7414,41.526,0.000556,0.000506,5
8511b24ffffffff,5,51.1046,34.2437,0.024042,0.005451,17
85119e6ffffffff,5,51.7755,40.5418,0.001292,0.000991,3
8511966bfffffff,5,50.079,36.8284,0.052109,0.008154,44
852d6c3bfffffff,5,50.2096,39.6958,0.001121,0.000517,12
851e6c8ffffffff,5,50.9983,32.9927,0.004282,0.000968,11
852d68cbfffffff,5,49.5693,40.4696,0.000864,0.000653,10
851e6db3fffffff,5,50.8853,35.0454,0.033085,0.007195,18
852d6d7bfffffff,5,50.6463,40.7341,0.000715,0.000573,4
851e6dcffffffff,5,50.6195,34.1357,0.020633,0.004439,18
851e693bfffffff,5,49.4334,35.5561,0.011,0.001732,41
852d6ebbfffffff,5,49.3789,39.7389,0.002058,0.000943,30
85119687fffffff,5,50.6989,35.8029,0.034572,0.003819,20
852d6453fffffff,5,48.2712,35.6446,0.012706,0.001331,41
851e6c73fffffff,5,50.5101,32.893,0.002875,0.000728,11
8511b26bfffffff,5,51.182,34.6297,0.027552,0.006353,17
852d6a27fffffff,5,49.2203,42.1158,0.000279,0.000249,5
852d45d3fffffff,5,47.8656,39.7425,0.005893,0.001002,35
852d6593fffffff,5,49.6163,36.0773,0.027805,0.004894,44
851e6b33fffffff,5,48.7803,34.6955,0.001804,0.000245,27
852d451bfffffff,5,47.9309,40.3116,0.001876,0.000891,23
851192abfffffff,5,50.5344,37.8102,0.011296,0.001453,26
85119333fffffff,5,51.3774,39.0207,0.001403,0.001297,8
852d4493fffffff,5,47.4362,38.7786,0.028323,0.001473,37
851e6bbbfffffff,5,49.0581,34.518,0.001391,0.000171,28
852d6ca7fffffff,5,50.6488,39.4461,0.001202,0.000853,11
85119473fffffff,5,51.2306,35.878,0.016759,0.002401,20
85119a47fffffff,5,51.5239,41.5624,0.000804,0.000523,3
852d41c7fffffff,5,47.7548,41.612,0.000461,0.000351,7
852d6813fffffff,5,49.9596,40.6803,0.000674,0.000398,4
8511b62bfffffff,5,51.7497,32.9018,0.001607,0.000465,8
851e6867fffffff,5,49.3909,33.872,0.001177,0.000282,18
852d6e33fffffff,5,49.327,40.1831,0.001227,0.000873,26
851e68b3fffffff,5,50.1308,34.0292,0.008627,0.001465,22
8511b677fffffff,5,51.6421,32.7553,0.0015,0.00044,8
852d6953fffffff,5,50.3882,41.7308,0.00033,0.000221,3
851e69a7fffffff,5,49.7545,35.9909,0.033968,0.006392,44
851e6d47fffffff,5,50.3473,34.3189,0.016942,0.003274,18
8511b2d7fffffff,5,51.4563,33.3355,0.005329,0.001122,10
852d6a93fffffff,5,49.1251,40.7066,0.000905,0.000784,6
852d4587fffffff,5,48.3742,40.0777,0.002744,0.001131,26
851e6c07fffffff,5,50.7286,33.1821,0.005832,0.001189,11
852d6bd3fffffff,5,49.5498,41.7393,0.000357,0.000287,4
851e6c27fffffff,5,50.5394,33.7527,0.012319,0.002327,14
852d6bb3fffffff,5,50.1801,42.2663,0.00019,0.000103,3
852d4567fffffff,5,47.9644,41.1025,0.00075,0.000596,13
852d6d13fffffff,5,50.992,40.111,0.001054,0.000959,5
851e6d67fffffff,5,50.1524,34.8807,0.017949,0.002328,24
852d4c9bfffffff,5,48.7694,42.3392,0.000244,0.000227,5
852d62abfffffff,5,47.6582,38.0597,0.118982,0.007039,38
8511904bfffffff,5,50.7174,37.2732,0.017066,0.002611,26
851e68d3fffffff,5,50.1288,32.9379,0.001819,0.000509,13
852d6a73fffffff,5,48.7115,41.7475,0.000457,0.000418,5
852d4427fffffff,5,47.5432,40.113,0.002139,0.000722,23
852d6e53fffffff,5,48.6954,39.7008,0.004649,0.001256,39
8511b203fffffff,5,51.5084,33.9649,0.011193,0.00208,10
851196d3fffffff,5,50.1988,35.4956,0.032709,0.004504,24
851e6987fffffff,5,49.9548,35.4381,0.025315,0.003782,31
852d6933fffffff,5,51.0203,42.267,0.000249,0.000229,2
852d44b3fffffff,5,47.6514,39.2574,0.015185,0.000894,35
852d6dc7fffffff,5,50.8697,39.9643,0.001057,0.000926,6
851e6847fffffff,5,49.5824,33.3111,0.000966,0.00028,18
8511b60bfffffff,5,51.5592,32.3661,0.000819,0.000262,8
8511940bfffffff,5,51.2461,35.6538,0.019173,0.003336,18
852d41a7fffffff,5,48.3808,42.1176,0.000316,0.000286,5
851e6c93fffffff,5,51.2668,32.8017,0.002582,0.000674,8
85119a27fffffff,5,52.1583,42.1089,0.003071,0.002769,3
85119453fffffff,5,50.9957,35.3949,0.02904,0.005593,18
852d6c87fffffff,5,50.4266,38.9351,0.002309,0.000689,22
851e6dd3fffffff,5,50.8906,33.951,0.019458,0.004208,13
852d66b3fffffff,5,48.0679,36.1838,0.035009,0.002267,40
8511968bfffffff,5,50.4332,35.766,0.040806,0.006022,20
851e6b9bfffffff,5,49.253,33.9628,0.000967,0.000201,22
852d6457fffffff,5,48.3805,35.787,0.012472,0.001021,45
85119313fffffff,5,51.1521,38.5057,0.001651,0.001116,15
8511b26ffffffff,5,51.3037,34.7604,0.024508,0.005504,17
852d6a2bfffffff,5,48.9506,42.0421,0.000326,0.0003,5
852d6597fffffff,5,49.7261,36.2192,0.036745,0.006697,44
852d6a07fffffff,5,49.0107,41.5963,0.000493,0.000447,5
8511b24bfffffff,5,50.9978,34.0972,0.022339,0.004989,13
85119667fffffff,5,50.3455,36.8715,0.044481,0.008032,32
852d6cabfffffff,5,50.3801,39.3868,0.001361,0.000657,15
851e691bfffffff,5,49.6323,35.0034,0.008007,0.001245,28
85119477fffffff,5,51.3557,36.0096,0.012035,0.001565,17
85119a4bfffffff,5,51.2539,41.4886,0.000541,0.000516,2
852d68c7fffffff,5,49.8384,40.5346,0.000748,0.000489,6
8511b05bfffffff,5,51.9635,33.1962,0.001613,0.000466,8
852d6817fffffff,5,50.0809,40.8269,0.000614,0.000317,4
851e6daffffffff,5,50.6092,35.229,0.0322,0.005409,20
8511b62ffffffff,5,51.8568,33.0488,0.001644,0.000474,8
852d6d5bfffffff,5,50.4286,40.2114,0.000851,0.000582,8
852d6957fffffff,5,50.5089,41.8827,0.000298,0.00022,3
852d413bfffffff,5,47.9295,42.3373,0.000237,0.000188,5
851e69abfffffff,5,49.6791,35.6136,0.020688,0.003466,33
851e6c6ffffffff,5,50.2389,33.0816,0.002813,0.000713,13
852d64c3fffffff,5,48.4419,35.3301,0.006463,0.000763,39
8511b2dbfffffff,5,51.2147,33.284,0.006484,0.001275,11
852d6a97fffffff,5,49.2457,40.8508,0.000791,0.00068,6
852d6c1bfffffff,5,49.9893,39.1873,0.002853,0.000586,33
852d45cffffffff,5,47.8109,40.1732,0.002291,0.000871,23
85119e4ffffffff,5,51.5547,40.0082,0.001226,0.0012,2
851e6b2ffffffff,5,48.5015,34.8716,0.003507,0.000527,36
852d458bfffffff,5,48.1063,40.0174,0.003322,0.001066,28
851192a7fffffff,5,50.802,37.8598,0.005678,0.000988,26
852d6adbfffffff,5,48.5595,40.7968,0.001037,0.000848,22
852d448ffffffff,5,47.3845,39.2027,0.01131,0.000701,35
852d6bd7fffffff,5,49.6699,41.8886,0.000299,0.000225,4
851e6c2bfffffff,5,50.4577,33.3699,0.006312,0.001247,14
852d6d17fffffff,5,51.1143,40.2586,0.001043,0.000974,3
851e6d6bfffffff,5,50.0739,34.5006,0.011618,0.001683,22
852d699bfffffff,5,50.8626,41.264,0.000561,0.000492,3
852d6883fffffff,5,50.1338,40.3739,0.000773,0.000385,6
8511904ffffffff,5,50.8414,37.409,0.010779,0.001693,26
85119bcffffffff,5,52.4285,42.1882,0.0064,0.006156,3
851e68d7fffffff,5,50.1028,33.1753,0.002574,0.000664,14
852d6e57fffffff,5,48.8164,39.84,0.003084,0.001195,29
85119623fffffff,5,50.6304,36.692,0.035878,0.006677,26
852d6e2ffffffff,5,49.2733,40.628,0.000898,0.000753,8
851e68affffffff,5,49.857,34.2116,0.00547,0.001017,22
8511b673fffffff,5,51.5342,32.6091,0.001344,0.000402,8
8511b207fffffff,5,51.6145,34.1124,0.010386,0.001879,10
852d685bfffffff,5,49.3941,40.7724,0.000779,0.000647,5
852d69c3fffffff,5,50.5654,41.4228,0.000447,0.000342,3
851e6d43fffffff,5,50.3756,34.0823,0.014419,0.002764,18
852d44b7fffffff,5,47.7718,39.392,0.012605,0.000977,35
852d6b03fffffff,5,49.7295,42.493,0.000154,0.000112,3
851e6c03fffffff,5,50.7547,32.9427,0.00378,0.000887,11
8511937bfffffff,5,50.8179,39.134,0.001365,0.000989,11
852d4563fffffff,5,47.8449,40.9611,0.000836,0.00061,23
8511940ffffffff,5,51.3713,35.7846,0.014147,0.002245,17
851e6c97fffffff,5,51.241,33.043,0.004145,0.000947,10
851e6803fffffff,5,49.8029,33.5973,0.002419,0.000609,18
852d6d83fffffff,5,51.1629,39.7972,0.001212,0.001136,5
851e6dd7fffffff,5,50.8625,34.1896,0.024566,0.005561,18
8511923bfffffff,5,50.3695,38.1214,0.011327,0.002061,22
852d6a6ffffffff,5,48.6502,42.191,0.000291,0.00027,5
852d4423fffffff,5,47.4234,39.9763,0.002445,0.000671,25
852d649bfffffff,5,48.7213,35.1563,0.003231,0.000384,42
851e6943fffffff,5,49.4153,34.7154,0.003269,0.000558,26
8511968ffffffff,5,50.5578,35.8949,0.040287,0.005917,20
851196cffffffff,5,50.1509,35.9487,0.047736,0.00908,34
851e6983fffffff,5,49.9853,35.2044,0.019627,0.00221,28
852d645bfffffff,5,48.1307,35.73,0.017705,0.002113,43
8511b273fffffff,5,51.3458,34.2983,0.019371,0.004191,12
852d6a2ffffffff,5,49.0701,42.1907,0.000269,0.000246,5
852d635bfffffff,5,47.7027,38.8308,0.040135,0.002093,37
852d4523fffffff,5,48.2622,40.9505,0.000922,0.000742,23
852d6dc3fffffff,5,50.7473,39.8185,0.001066,0.000875,8
8511933bfffffff,5,51.232,39.1067,0.001384,0.001244,11
8511b607fffffff,5,51.8003,32.4148,0.000625,0.000205,8
852d41a3fffffff,5,48.2618,41.9713,0.000364,0.000323,5
85119a23fffffff,5,52.0369,41.9506,0.002152,0.001787,3
852d6caffffffff,5,50.5026,39.5298,0.001166,0.000737,11
851e6cd7fffffff,5,51.0493,32.5112,0.001633,0.000472,8
8511947bfffffff,5,51.0896,35.9709,0.020002,0.002335,20
851e6d03fffffff,5,50.5622,34.6101,0.02681,0.005736,18
8511944ffffffff,5,50.9647,35.8402,0.025484,0.003125,20
852d6c83fffffff,5,50.3039,38.7947,0.003747,0.000871,22
85119a4ffffffff,5,51.3753,41.6424,0.000492,0.000475,2
852d681bfffffff,5,49.8115,40.7598,0.000668,0.000451,4
8511b633fffffff,5,51.9081,32.5614,0.000668,0.000218,8
851e686ffffffff,5,49.2805,33.7293,0.000786,0.000185,18
851e6b97fffffff,5,49.3348,34.339,0.001742,0.000307,26
8511930ffffffff,5,51.1088,38.9632,0.001412,0.001171,11
852d6b43fffffff,5,49.309,42.4907,0.000177,0.000156,5
852d695bfffffff,5,50.2389,41.8085,0.000299,0.000173,3
851e69affffffff,5,49.6479,35.8457,0.024873,0.004424,44
852d64c7fffffff,5,48.5514,35.4726,0.006131,0.000645,45
852d6a9bfffffff,5,48.9768,40.7847,0.000915,0.000798,12
85119267fffffff,5,50.2033,38.4313,0.010584,0.00217,31
852d6a03fffffff,5,48.8908,41.45,0.000576,0.000523,5
8511b247fffffff,5,51.2395,34.1512,0.019808,0.004315,12
852d6607fffffff,5,47.7534,36.5765,0.072958,0.006446,40
85119663fffffff,5,50.2216,36.7393,0.051421,0.009436,34
851e6917fffffff,5,49.7099,35.381,0.016199,0.002353,31
852d458ffffffff,5,48.2266,40.156,0.002498,0.001067,26
852d6bdbfffffff,5,49.4002,41.8156,0.000353,0.0003,4
852d68c3fffffff,5,49.7171,40.3898,0.000849,0.00059,10
851e6c2ffffffff,5,50.4308,33.6078,0.008781,0.001529,14
851e6dabfffffff,5,50.6393,34.9928,0.031571,0.006318,18
852d6d1bfffffff,5,50.845,40.1937,0.000974,0.000849,6
851e6d6ffffffff,5,50.0448,34.7356,0.013275,0.001633,24
852d6d57fffffff,5,50.6978,40.2759,0.000898,0.000736,6
8511b0cbfffffff,5,52.1223,32.8556,0.000676,0.00022,8
852d6887fffffff,5,50.2554,40.5199,0.000722,0.000422,4
85119053fffffff,5,50.879,36.9592,0.017674,0.00278,23
852d4137fffffff,5,48.1988,42.4113,0.000225,0.000196,5
852d6e5bfffffff,5,48.5483,39.7806,0.00448,0.001239,39
85119627fffffff,5,50.7547,36.8252,0.02619,0.004569,26
851e6c6bfffffff,5,50.2647,32.8437,0.001922,0.000534,13
8511b20bfffffff,5,51.3741,34.0582,0.015321,0.003129,10
852d69c7fffffff,5,50.6864,41.5741,0.000415,0.000339,3
852d6c17fffffff,5,50.2577,39.2448,0.001809,0.000574,18
852d45cbfffffff,5,47.6909,40.0356,0.002784,0.000834,25
85119e4bfffffff,5,51.432,39.8601,0.00126,0.001222,5
851e6b2bfffffff,5,48.5307,34.6416,0.002532,0.000414,23
852d44bbfffffff,5,47.5047,39.3365,0.010451,0.00079,35
851192a3fffffff,5,50.6783,37.7225,0.009276,0.001405,26
852d6ad7fffffff,5,48.8283,40.8624,0.000915,0.000796,18
85119e7bfffffff,5,51.6773,40.1572,0.001172,0.001154,2
852d6c47fffffff,5,49.819,39.4939,0.00194,0.000654,32
85119413fffffff,5,51.4013,35.3354,0.018435,0.003669,17
851e6c9bfffffff,5,51.1582,32.6562,0.002093,0.000574,8
852d6997fffffff,5,51.1325,41.3357,0.000586,0.000549,2
85119bcbfffffff,5,52.3071,42.0287,0.004405,0.004101,3
851e6807fffffff,5,49.7756,33.8327,0.002998,0.000696,22
852d6d87fffffff,5,51.2855,39.9442,0.001204,0.001151,5
851e6ddbfffffff,5,50.783,33.8052,0.01592,0.003268,13
852d6e2bfffffff,5,49.1525,40.4846,0.001071,0.00086,25
851e68abfffffff,5,49.885,33.9764,0.004614,0.000949,22
8511b66ffffffff,5,51.4828,33.0937,0.003445,0.000832,10
852d6857fffffff,5,49.6633,40.839,0.000671,0.000501,4
851e6947fffffff,5,49.3858,34.948,0.004174,0.000775,28
852d6283fffffff,5,47.6201,37.4722,0.141206,0.014886,38
85119a8bfffffff,5,51.8727,40.9293,0.001363,0.000803,3
85119693fffffff,5,50.59,35.4533,0.033701,0.004328,20
8511b277fffffff,5,51.4556,34.4414,0.017609,0.003713,11
852d6a33fffffff,5,49.1306,41.7435,0.000416,0.000374,5
852d4527fffffff,5,48.382,41.093,0.000807,0.000695,13
851e6bc7fffffff,5,49.0042,33.9109,0.000665,0.000106,19
85119377fffffff,5,51.0865,39.1923,0.001343,0.001168,11
852d6cb3fffffff,5,50.5494,39.0765,0.001644,0.000787,18
851e6d07fffffff,5,50.5328,34.8466,0.028365,0.005646,18
85119a53fffffff,5,51.4291,41.1746,0.000702,0.000681,2
852d41d3fffffff,5,47.6662,41.2529,0.000606,0.00044,7
8511b637fffffff,5,52.0154,32.7083,0.000684,0.000223,8
851e6873fffffff,5,49.5557,33.5461,0.001221,0.000333,18
85119237fffffff,5,50.6372,38.1728,0.004936,0.000757,22
852d6a6bfffffff,5,48.531,42.0436,0.000344,0.000315,5
852d6497fffffff,5,48.9698,35.2119,0.002933,0.000406,43
851e69b3fffffff,5,49.9239,35.6714,0.032154,0.005676,31
851196cbfffffff,5,50.0303,35.817,0.040806,0.007574,34
852d64cbfffffff,5,48.3018,35.4165,0.009326,0.00111,39
852d4593fffffff,5,48.2804,39.7218,0.006125,0.001203,36
851193abfffffff,5,51.3991,38.7904,0.001433,0.001277,10
8511b603fffffff,5,51.6922,32.2686,0.000564,0.000187,8
851e6c33fffffff,5,50.702,33.4211,0.008672,0.001526,12
852d6217fffffff,5,47.5511,37.9172,0.109752,0.005549,38
851e6d73fffffff,5,50.3185,34.5551,0.018976,0.003522,18
8511944bfffffff,5,50.8397,35.7104,0.03019,0.003815,20
852d688bfffffff,5,49.9862,40.4545,0.000754,0.000428,6
852d66abfffffff,5,47.8948,36.4934,0.064026,0.005025,40
85119057fffffff,5,51.0032,37.0942,0.011206,0.001707,20
8511b6a3fffffff,5,52.0653,32.2189,0.000254,9e-05,4
8511962bfffffff,5,50.4881,36.782,0.041108,0.007802,26
851e6b93fffffff,5,49.3631,34.1057,0.00144,0.000301,26
8511930bfffffff,5,50.9856,38.8206,0.00152,0.001082,15
8511b20ffffffff,5,51.4803,34.2055,0.014575,0.002931,10
852d69cbfffffff,5,50.4165,41.5015,0.000402,0.000276,3
851192d7fffffff,5,50.1836,37.182,0.043937,0.00499,36
8511b243fffffff,5,51.1328,34.0044,0.018993,0.004097,12
851e6913fffffff,5,49.7402,35.148,0.012296,0.001722,28
8511908bfffffff,5,51.3059,36.6868,0.007527,0.00104,20
851e680bfffffff,5,49.6929,33.454,0.00153,0.000421,18
852d6d8bfffffff,5,51.0164,39.881,0.001137,0.001036,6
852d4cdbfffffff,5,48.3494,42.3383,0.000248,0.000223,5
851e6da7fffffff,5,50.7304,35.3602,0.03274,0.005483,20
852d6d53fffffff,5,50.5758,40.1295,0.000914,0.000694,8
851190c3fffffff,5,51.0392,36.6439,0.015534,0.001995,20
851e694bfffffff,5,49.3061,34.5719,0.002145,0.000345,26
85119697fffffff,5,50.7148,35.5814,0.033149,0.004253,20
852d4133fffffff,5,48.0801,42.2645,0.00026,0.000221,5
8511b27bfffffff,5,51.211,34.3906,0.024214,0.005491,17
852d6a37fffffff,5,49.2504,41.8915,0.000346,0.000306,5
851e6c67fffffff,5,50.3485,33.2256,0.00427,0.00096,13
85119203fffffff,5,50.2671,37.7612,0.025352,0.003732,29
852d6c13fffffff,5,50.1353,39.1037,0.002734,0.000594,19
852d45c7fffffff,5,47.9586,40.0955,0.002797,0.000974,26
852d452bfffffff,5,48.1134,41.0267,0.000843,0.000672,23
85119343fffffff,5,50.7173,38.7648,0.00191,0.000889,22
851e6b27fffffff,5,48.6116,35.0138,0.003323,0.000458,42
852d6ad3fffffff,5,48.708,40.7194,0.001069,0.000879,22
852d4487fffffff,5,47.5309,39.1236,0.017156,0.000967,35
852d6cb7fffffff,5,50.6721,39.2188,0.00135,0.000881,11
851e6d0bfffffff,5,50.4549,34.4643,0.021961,0.004517,18
85119a57fffffff,5,51.5508,41.3278,0.000893,0.000626,3
852d41d7fffffff,5,47.7853,41.3948,0.000559,0.00043,7
852d6823fffffff,5,50.1467,41.4298,0.000409,0.00021,4
8511b63bfffffff,5,51.7753,32.6585,0.001012,0.000316,8
851e6877fffffff,5,49.5285,33.7808,0.001494,0.00038,18
852d6993fffffff,5,51.011,41.1839,0.000625,0.000572,3
852d6963fffffff,5,50.5705,42.4978,0.000162,0.000125,2
851e69b7fffffff,5,49.8925,35.9042,0.038633,0.007387,34
852d6e27fffffff,5,49.4214,40.5491,0.000879,0.000709,8
