h3_index,h3_resolution,hex_lat,hex_lon,expected_unit_count,max_p_any_unit,contributing_units
85119537fffffff,5,52.6406,36.909,0.004525,0.004004,7
851190a3fffffff,5,51.68,37.0948,0.002416,0.000659,17
85119c4bfffffff,5,52.4523,39.258,0.00296,0.001378,4
8511b46ffffffff,5,52.4117,32.4149,0.000226,6.8e-05,5
8511b39bfffffff,5,52.3995,34.2051,0.001779,0.000532,9
8511988bfffffff,5,52.9014,40.3402,0.008229,0.0057,3
8511827bfffffff,5,52.8392,37.8972,0.007115,0.006328,6
8511b32ffffffff,5,52.59,35.6116,0.003098,0.002386,11
85119ecbfffffff,5,51.6239,39.3109,0.001483,0.001346,8
85119177fffffff,5,52.1015,38.5833,0.001901,0.001177,8
8511b047fffffff,5,52.1757,33.492,0.001497,0.000405,9
851195a3fffffff,5,52.6723,36.4429,0.004478,0.004004,7
85119037fffffff,5,51.6436,37.553,0.001915,0.000872,17
8511910ffffffff,5,52.1216,38.3501,0.001952,0.001106,8
8511b0affffffff,5,52.8314,33.4483,0.000946,0.000776,5
8511b543fffffff,5,52.9922,32.6632,0.000472,0.000435,5
85119aa3fffffff,5,52.2389,41.3935,0.003002,0.002363,4
8511b0b3fffffff,5,52.8489,32.9936,0.000569,0.000472,5
8511903bfffffff,5,51.3761,37.5044,0.002857,0.000817,20
8511910bfffffff,5,51.9974,38.2067,0.001768,0.001105,8
8511917bfffffff,5,51.8331,38.5277,0.001627,0.001246,8
8511b333fffffff,5,52.6166,35.1508,0.002706,0.00198,11
85119e63fffffff,5,51.8,40.3073,0.001436,0.001088,4
8511b043fffffff,5,52.0698,33.3439,0.001594,0.000442,9
85119ec7fffffff,5,51.8928,39.3713,0.001569,0.001315,5
8511953bfffffff,5,52.3735,36.8635,0.002717,0.001937,12
851190a7fffffff,5,51.8047,37.2327,0.001962,0.000718,16
8511b397fffffff,5,52.6641,34.2337,0.001654,0.001118,9
85119c4ffffffff,5,52.576,39.407,0.003615,0.001759,4
85119c47fffffff,5,52.7211,39.3191,0.004733,0.002705,4
85119ecffffffff,5,51.7471,39.4574,0.001492,0.001331,5
85119533fffffff,5,52.5152,36.7699,0.003447,0.002825,8
851195a7fffffff,5,52.798,36.5812,0.006039,0.005657,7
85119113fffffff,5,52.1602,37.8844,0.002046,0.00101,8
8511b32bfffffff,5,52.4639,35.478,0.002666,0.001588,11
8511b54bfffffff,5,52.8614,32.7617,0.000429,0.000362,5
85119173fffffff,5,51.9774,38.4391,0.001746,0.001186,8
85119aa7fffffff,5,52.3608,41.5503,0.004255,0.003685,4
85119bdbfffffff,5,52.3342,41.7894,0.00438,0.003924,4
8511b0b7fffffff,5,52.9763,33.1181,0.00082,0.000749,5
85119033fffffff,5,51.5192,37.4143,0.002423,0.000798,19
8511b0abfffffff,5,52.7041,33.3229,0.000716,0.000488,5
85119a9bfffffff,5,51.8979,40.6937,0.001489,0.000907,4
8511b337fffffff,5,52.743,35.2836,0.003445,0.002967,9
85119e67fffffff,5,51.9226,40.4583,0.001555,0.001005,4
85119387fffffff,5,51.4411,38.3306,0.001611,0.001172,15
8511981bfffffff,5,52.7313,40.6656,0.006619,0.005087,4
8511820bfffffff,5,52.9996,37.5685,0.010067,0.009638,5
85119b13fffffff,5,52.6988,42.2686,0.013135,0.01283,3
851190abfffffff,5,51.5375,37.186,0.002822,0.000694,19
85118643fffffff,5,52.8422,35.8818,0.005422,0.005093,5
85119c53fffffff,5,52.618,38.9332,0.004022,0.002562,4
85119107fffffff,5,52.2655,38.2605,0.002308,0.00126,8
8511b3a3fffffff,5,52.7679,34.8224,0.002784,0.00234,9
8511959bfffffff,5,52.3099,35.8039,0.00265,0.001205,11
85119ed3fffffff,5,51.7911,38.9921,0.001586,0.001335,8
8511b04ffffffff,5,52.0428,33.5874,0.002263,0.000588,9
85119ec3fffffff,5,51.7694,39.2246,0.001548,0.001345,8
851195abfffffff,5,52.5311,36.5376,0.003449,0.002827,11
85119117fffffff,5,52.2847,38.0269,0.002397,0.001415,8
8511b393fffffff,5,52.5372,34.1055,0.001472,0.000711,9
8511982bfffffff,5,52.9267,41.4613,0.015584,0.014652,3
851191dbfffffff,5,51.7866,37.4625,0.001813,0.000827,16
85119c43fffffff,5,52.5973,39.17,0.003792,0.002143,4
85119397fffffff,5,51.4613,38.1011,0.001714,0.001094,15
8511b54ffffffff,5,52.9845,32.8904,0.000627,0.000575,5
8511b0bbfffffff,5,52.713,33.0963,0.000552,0.000381,5
8511952ffffffff,5,52.4818,37.2355,0.00336,0.002678,8
85119183fffffff,5,52.3217,37.5607,0.002549,0.001693,8
8511b33bfffffff,5,52.4773,35.2483,0.002551,0.001447,11
8511b467fffffff,5,52.5432,32.3163,0.000177,8.5e-05,5
85119e57fffffff,5,51.7244,39.6905,0.001423,0.001293,5
85118273fffffff,5,52.9821,37.8051,0.009722,0.008997,6
8511b327fffffff,5,52.7298,35.5147,0.003742,0.003258,11
85119543fffffff,5,51.8562,36.5452,0.002831,0.000478,16
8511916ffffffff,5,51.9361,38.9047,0.001682,0.001295,8
85119b17fffffff,5,52.8202,42.4304,0.018549,0.018279,3
85119bd7fffffff,5,52.6044,41.867,0.008889,0.008434,3
851190affffffff,5,51.662,37.3238,0.002129,0.000765,17
85118647fffffff,5,52.9683,36.0183,0.007476,0.007231,5
8511902ffffffff,5,51.4811,37.8719,0.001873,0.001002,15
85119c57fffffff,5,52.7421,39.0815,0.00501,0.003263,4
8511b0a7fffffff,5,52.9677,33.3461,0.001055,0.00096,5
85119a97fffffff,5,52.1675,40.7634,0.002184,0.001196,4
8511b3a7fffffff,5,52.8945,34.9543,0.00378,0.003493,5
85119ed7fffffff,5,51.9147,39.1379,0.001634,0.001317,8
851195affffffff,5,52.6567,36.6758,0.00453,0.004039,7
85119b83fffffff,5,52.8745,41.9456,0.017505,0.016994,3
8511911bfffffff,5,52.0168,37.9746,0.001791,0.001012,8
85119cc3fffffff,5,52.7824,38.607,0.005773,0.004492,4
85119103fffffff,5,52.1411,38.1171,0.002,0.001022,8
85119597fffffff,5,52.576,35.8426,0.003239,0.002554,11
85119e03fffffff,5,51.9935,39.7534,0.001744,0.001224,4
8511b03bfffffff,5,52.558,33.6511,0.000991,0.000477,9
85119aaffffffff,5,52.2125,41.6318,0.003062,0.002539,4
851182dbfffffff,5,52.7822,36.815,0.006074,0.005659,7
8511b38ffffffff,5,52.5147,34.5615,0.001973,0.000992,9
85119187fffffff,5,52.4465,37.7024,0.003163,0.002366,8
851191d7fffffff,5,52.0541,37.5113,0.001855,0.000804,8
8511989bfffffff,5,52.9244,40.1001,0.007888,0.004741,3
85119407fffffff,5,51.5119,35.6906,0.011816,0.00191,17
85119097fffffff,5,51.5895,36.5027,0.004713,0.000741,17
85119547fffffff,5,51.9813,36.6814,0.002281,0.000585,16
85119b1bfffffff,5,52.5499,42.3488,0.009318,0.009055,3
8511952bfffffff,5,52.3567,37.0956,0.002667,0.001885,8
851190b3fffffff,5,51.6975,36.8662,0.00279,0.000558,17
8511864bfffffff,5,52.702,35.9781,0.004212,0.003737,11
85119c5bfffffff,5,52.4734,39.0218,0.003107,0.001664,4
85119e53fffffff,5,51.6013,39.5431,0.001429,0.00132,5
8511b3abfffffff,5,52.6292,34.921,0.002465,0.00176,9
8511826ffffffff,5,52.9455,38.2792,0.008499,0.00743,6
8511b323fffffff,5,52.6035,35.381,0.00292,0.002192,11
85119edbfffffff,5,51.646,39.0789,0.001521,0.001349,8
8511916bfffffff,5,51.8124,38.7597,0.001611,0.001301,8
8511b057fffffff,5,52.2025,33.2479,0.00106,0.000298,9
85119bd3fffffff,5,52.4826,41.7081,0.006141,0.005632,4
851195b3fffffff,5,52.6874,36.2103,0.004367,0.003901,7
85119b87fffffff,5,52.9962,42.1067,0.024637,0.024156,3
8511902bfffffff,5,51.357,37.7325,0.002384,0.000915,20
8511b0a3fffffff,5,52.8403,33.2208,0.000739,0.00061,5
85119a93fffffff,5,52.0451,40.6104,0.001782,0.00091,4
85119cc7fffffff,5,52.9068,38.7544,0.007268,0.005707,3
85119e07fffffff,5,52.1166,39.9029,0.001922,0.001139,4
85119ab3fffffff,5,52.2647,41.1554,0.002931,0.002159,4
85119813fffffff,5,52.878,40.5806,0.008737,0.006729,3
8511b0c3fffffff,5,52.2546,32.7584,0.00049,0.000142,9
8511b2b7fffffff,5,52.0196,33.8258,0.003062,0.00074,11
8511918bfffffff,5,52.1788,37.652,0.002089,0.001105,8
8511b343fffffff,5,51.9596,34.9525,0.005935,0.001154,11
85119e73fffffff,5,51.8239,40.073,0.001512,0.001173,4
85119593fffffff,5,52.4501,35.708,0.002736,0.001713,11
8511b037fffffff,5,52.8219,33.6763,0.001184,0.00097,5
8511954bfffffff,5,51.7145,36.6379,0.003277,0.00053,16
85119ebbfffffff,5,52.2851,39.5812,0.002326,0.001119,4
851190b7fffffff,5,51.8224,37.0032,0.002176,0.000614,16
8511864ffffffff,5,52.828,36.1146,0.005706,0.005365,5
8511b38bfffffff,5,52.3881,34.4324,0.002055,0.000629,11
8511b3affffffff,5,52.7557,35.0528,0.003123,0.002657,9
851191d3fffffff,5,51.9294,37.3715,0.001799,0.000767,12
85119337fffffff,5,51.5007,39.1653,0.001469,0.001335,9
85119093fffffff,5,51.4645,36.3684,0.006986,0.000995,17
851195b7fffffff,5,52.8132,36.3477,0.005915,0.005557,7
85119527fffffff,5,52.624,37.1426,0.004464,0.0039,8
85119b8bfffffff,5,52.726,42.0269,0.012786,0.012376,3
85119123fffffff,5,52.3699,38.6397,0.002543,0.001488,8
85119ccbfffffff,5,52.6383,38.6967,0.004296,0.003007,7
85119e0bfffffff,5,51.8474,39.8388,0.001402,0.001241,3
8511987bfffffff,5,52.5345,41.2287,0.005584,0.004779,4
8511826bfffffff,5,52.8208,38.1335,0.006676,0.005748,7
851193a3fffffff,5,51.544,38.7033,0.001522,0.001293,9
8511b55bfffffff,5,52.8867,32.5141,0.000318,0.000275,5
85119ab7fffffff,5,52.3868,41.3114,0.004099,0.003396,4
8511b0c7fffffff,5,52.361,32.9064,0.000508,0.000133,9
85119167fffffff,5,52.0809,38.8168,0.001839,0.00123,8
85119027fffffff,5,51.6246,37.7825,0.001753,0.000978,13
8511918ffffffff,5,52.3035,37.7937,0.002477,0.001562,8
85119a8ffffffff,5,51.9948,41.083,0.001706,0.000915,4
851194bbfffffff,5,51.6668,35.3704,0.010687,0.001809,16
8511b347fffffff,5,52.0857,35.0825,0.004246,0.000877,11
85119e77fffffff,5,51.9467,40.2232,0.001621,0.001094,4
8511980ffffffff,5,52.8295,41.062,0.010106,0.008879,3
8511954ffffffff,5,51.8395,36.774,0.002457,0.000515,16
8511b2b3fffffff,5,51.9097,33.6824,0.003464,0.000821,11
851190bbfffffff,5,51.5553,36.9579,0.003318,0.000593,17
85118653fffffff,5,52.856,35.6494,0.005075,0.004753,5
85119c63fffffff,5,52.8232,39.7081,0.005872,0.002701,4
8511b3b3fffffff,5,52.7796,34.5924,0.002438,0.002027,9
8511958ffffffff,5,52.4209,36.1692,0.002784,0.001894,11
8511b033fffffff,5,52.6948,33.55,0.000915,0.000614,9
85119eb7fffffff,5,52.5541,39.6443,0.003498,0.001418,4
851195bbfffffff,5,52.5466,36.3056,0.003415,0.00278,11
851182d3fffffff,5,52.9236,36.7204,0.008162,0.007839,5
85119b8ffffffff,5,52.8476,42.1879,0.018166,0.017793,3
8511b387fffffff,5,52.6529,34.4624,0.00193,0.001322,9
85119127fffffff,5,52.494,38.7859,0.003283,0.001972,7
85119ccffffffff,5,52.7625,38.8441,0.005362,0.003864,4
851191cffffffff,5,51.8924,37.8331,0.00168,0.000982,8
8511983bfffffff,5,52.9519,41.2195,0.01447,0.01323,3
85119e0ffffffff,5,51.9704,39.9882,0.001685,0.001168,4
8511908ffffffff,5,51.4306,36.8219,0.004938,0.000698,19
851193a7fffffff,5,51.6676,38.8472,0.001546,0.001327,8
85119abbfffffff,5,52.1169,41.2378,0.002199,0.001485,4
85119523fffffff,5,52.4988,37.0026,0.00342,0.002775,8
85119193fffffff,5,52.3395,37.328,0.002611,0.001802,8
85119877fffffff,5,52.8044,41.3029,0.010867,0.009921,3
8511b34bfffffff,5,51.8203,35.049,0.008384,0.001458,12
8511b31bfffffff,5,52.2376,34.758,0.002986,0.000638,11
85119163fffffff,5,51.957,38.6718,0.001717,0.00125,8
8511b1dbfffffff,5,52.9587,33.5746,0.001332,0.001211,5
85119553fffffff,5,51.8724,36.3166,0.003297,0.000605,16
85119023fffffff,5,51.5004,37.643,0.00211,0.000902,19
8511b09bfffffff,5,52.5183,32.5628,0.000262,0.000113,5
85118657fffffff,5,52.9823,35.7849,0.007033,0.006803,5
85119c67fffffff,5,52.9468,39.8602,0.007743,0.003873,3
851194b7fffffff,5,51.9324,35.4058,0.005559,0.001075,12
8511b3b7fffffff,5,52.9064,34.7233,0.003316,0.003049,5
8511980bfffffff,5,52.707,40.9055,0.007063,0.00584,4
8511b063fffffff,5,52.2837,33.8518,0.001684,0.000416,9
85119b93fffffff,5,52.9009,41.7034,0.016621,0.015928,3
8511b2affffffff,5,51.8706,34.1489,0.005864,0.001178,11
8511912bfffffff,5,52.2255,38.7285,0.002107,0.001145,8
85119cd3fffffff,5,52.8019,38.3701,0.00622,0.005127,7
85119e13fffffff,5,52.0161,39.5189,0.0018,0.00126,4
8511958bfffffff,5,52.2952,36.0338,0.002579,0.001266,12
8511b423fffffff,5,52.8053,32.1177,0.000156,0.000127,4
8511b02ffffffff,5,52.6748,34.0054,0.001388,0.000931,9
8511b0cffffffff,5,52.2288,33.0034,0.00073,0.00021,9
85119eb3fffffff,5,52.4306,39.4943,0.002845,0.00112,4
851182cffffffff,5,52.8913,37.1902,0.007998,0.007586,5
8511b383fffffff,5,52.5262,34.3333,0.001728,0.000847,9
85119197fffffff,5,52.4644,37.4688,0.003274,0.00254,8
8511b34ffffffff,5,51.9463,35.179,0.005876,0.001134,12
851191cbfffffff,5,51.768,37.6926,0.001702,0.000935,12
85119417fffffff,5,51.5268,35.4654,0.013569,0.002438,16
85119557fffffff,5,51.9977,36.452,0.002544,0.000587,16
8511865bfffffff,5,52.7161,35.7462,0.003999,0.003519,11
85119c6bfffffff,5,52.6776,39.7952,0.004459,0.001877,4
85119e47fffffff,5,51.7011,39.9237,0.001337,0.001233,3
8511b3bbfffffff,5,52.6413,34.6915,0.002203,0.001538,9
85119873fffffff,5,52.6821,41.1456,0.007551,0.006583,4
85118263fffffff,5,52.964,38.042,0.009132,0.00825,6
8511b317fffffff,5,52.5027,34.79,0.002202,0.001144,11
85119483fffffff,5,51.5551,35.0159,0.015667,0.003113,16
8511b067fffffff,5,52.4104,33.9782,0.001498,0.000444,9
851195c3fffffff,5,52.0289,35.9941,0.003224,0.000614,12
85119bc7fffffff,5,52.5774,42.1078,0.009169,0.008822,3
8511912ffffffff,5,52.3494,38.8747,0.002608,0.001267,7
85119cd7fffffff,5,52.9264,38.5167,0.007863,0.006571,3
8511b097fffffff,5,52.7557,32.6128,0.000305,0.000227,5
85119843fffffff,5,52.4372,40.834,0.003765,0.002728,4
85119a87fffffff,5,52.1425,41.0005,0.002191,0.001345,4
85119e17fffffff,5,52.1394,39.6676,0.001979,0.001183,4
851194b3fffffff,5,51.8066,35.275,0.008055,0.001407,16
8511b427fffffff,5,52.9115,32.2662,0.000231,0.000205,4
851193affffffff,5,51.5226,38.9342,0.001499,0.001326,9
85119807fffffff,5,52.9767,40.9778,0.01336,0.011726,3
8511919bfffffff,5,52.1969,37.4199,0.002134,0.001188,8
8511b353fffffff,5,51.9725,34.7264,0.00571,0.001133,11
85119e83fffffff,5,52.1834,39.1975,0.002103,0.001207,4
85119587fffffff,5,52.5615,36.0739,0.003346,0.002688,11
8511b02bfffffff,5,52.5478,33.8781,0.001222,0.000587,9
8511955bfffffff,5,51.731,36.4099,0.003898,0.000684,16
85119eaffffffff,5,52.3858,39.9678,0.002725,0.001042,4
851198dbfffffff,5,52.5089,40.1195,0.003449,0.001712,4
851182cbfffffff,5,52.766,37.0491,0.006023,0.005565,7
85119c6ffffffff,5,52.801,39.9471,0.005862,0.003013,4
851191c7fffffff,5,52.0357,37.7428,0.001818,0.00091,8
85119487fffffff,5,51.6809,35.145,0.011467,0.002042,16
85119087fffffff,5,51.5726,36.7301,0.003944,0.000564,17
8511b06bfffffff,5,52.1462,33.9514,0.002491,0.000613,11
851195c7fffffff,5,52.1545,36.1286,0.002618,0.000865,12
8511951bfffffff,5,52.1389,36.3582,0.002424,0.000885,12
85119b9bfffffff,5,52.7527,41.7854,0.012261,0.011714,3
85119133fffffff,5,52.3898,38.4049,0.002717,0.001717,8
851186cbfffffff,5,52.8693,35.4173,0.004675,0.004362,5
85119cdbfffffff,5,52.6581,38.4605,0.004598,0.003466,7
85119847fffffff,5,52.5597,40.9893,0.005278,0.004281,4
85119e1bfffffff,5,51.8703,39.6049,0.001493,0.00129,3
8511986ffffffff,5,52.6308,41.6264,0.008502,0.007912,3
8511b42bfffffff,5,52.6744,32.2172,0.000156,0.000105,4
851193b3fffffff,5,51.5649,38.4727,0.001547,0.001238,9
8511b313fffffff,5,52.3762,34.66,0.002297,0.00073,11
8511b0d7fffffff,5,52.3866,32.6608,0.000338,8.9e-05,5
8511915bfffffff,5,51.6052,38.0123,0.001653,0.001077,13
85119bc3fffffff,5,52.4559,41.9481,0.006343,0.005944,4
8511b093fffffff,5,52.6497,32.4644,0.000226,0.00014,5
85119a83fffffff,5,52.0202,40.8466,0.001742,0.000821,4
8511b357fffffff,5,52.0987,34.8555,0.004158,0.000876,11
851194affffffff,5,51.7778,35.7279,0.006498,0.001177,16
85119e87fffffff,5,52.3071,39.3454,0.002404,0.00113,4
8511b003fffffff,5,52.4405,33.3,0.000752,0.000233,9
8511b143fffffff,5,52.9287,34.2626,0.002426,0.002213,5
85119803fffffff,5,52.854,40.8212,0.009379,0.007801,3
8511b2a7fffffff,5,52.0085,34.0504,0.003814,0.000867,11
85119c73fffffff,5,52.8449,39.4693,0.006028,0.003348,4
8511b3c3fffffff,5,52.1234,34.4027,0.0035,0.000786,11
85119583fffffff,5,52.4357,35.9384,0.002775,0.001817,11
8511b027fffffff,5,52.8121,33.9047,0.001456,0.001195,5
8511b06ffffffff,5,52.2728,34.0778,0.002052,0.000488,11
851195cbfffffff,5,51.8881,36.0884,0.003852,0.000738,16
85119eabfffffff,5,52.2626,39.8172,0.002266,0.001088,4
851198d7fffffff,5,52.7783,40.1864,0.005993,0.003653,4
85119137fffffff,5,52.5141,38.5503,0.003475,0.002295,7
851186cffffffff,5,52.9957,35.5519,0.006509,0.006292,5
8511b37bfffffff,5,52.0722,35.3099,0.004161,0.000847,11
8511984bfffffff,5,52.2899,40.9175,0.002857,0.001936,4
851191c3fffffff,5,51.9112,37.6022,0.001719,0.000876,8
8511b42ffffffff,5,52.7808,32.3655,0.000219,0.000171,4
851193b7fffffff,5,51.6886,38.6158,0.001562,0.001282,8
85119083fffffff,5,51.4478,36.595,0.005869,0.00077,19
85119517fffffff,5,52.4056,36.4003,0.002778,0.001942,12
85119c0bfffffff,5,52.866,39.2308,0.006323,0.004074,4
851191a3fffffff,5,52.5527,38.0799,0.003759,0.002943,8
8511b35bfffffff,5,51.8336,34.8234,0.008294,0.001458,11
85119e8bfffffff,5,52.0382,39.2847,0.001684,0.001273,5
8511986bfffffff,5,52.5089,41.4683,0.005879,0.005236,4
85119423fffffff,5,51.6218,36.0488,0.006835,0.001147,17
8511825bfffffff,5,52.6069,37.3765,0.004351,0.003733,8
8511b007fffffff,5,52.5676,33.4246,0.000784,0.000382,9
8511b30ffffffff,5,52.3511,35.1165,0.00262,0.000938,11
85119563fffffff,5,52.0895,37.0491,0.002001,0.000856,12
85119157fffffff,5,51.8731,38.0644,0.001654,0.001082,8
85119c77fffffff,5,52.9686,39.6205,0.007804,0.004061,3
85119017fffffff,5,51.4129,37.0491,0.004139,0.000653,20
8511b08ffffffff,5,52.5987,32.9574,0.000444,0.000237,5
8511b3c7fffffff,5,52.2498,34.5309,0.002732,0.000604,11
851194abfffffff,5,51.6523,35.5962,0.009511,0.001531,16
8511948ffffffff,5,51.5412,35.2405,0.014952,0.002869,16
8511b073fffffff,5,52.294,33.6262,0.001342,0.000343,9
851195cffffffff,5,52.0135,36.2229,0.00286,0.000579,12
8511913bfffffff,5,52.2457,38.4944,0.002211,0.001101,8
8511b2a3fffffff,5,51.882,33.9248,0.004739,0.001023,11
8511984ffffffff,5,52.4123,41.0726,0.00393,0.003072,4
85119e23fffffff,5,52.2161,40.2899,0.002198,0.000973,4
8511b433fffffff,5,52.8293,31.8696,0.000108,9.2e-05,4
851193bbfffffff,5,51.4203,38.5604,0.001537,0.001235,11
8511b023fffffff,5,52.685,33.7775,0.001138,0.000762,9
85119c0ffffffff,5,52.99,39.3811,0.008072,0.004986,3
851191a7fffffff,5,52.6773,38.2245,0.004912,0.003923,7
85119ea7fffffff,5,52.5318,39.8818,0.003442,0.001413,4
851198d3fffffff,5,52.6551,40.0336,0.004467,0.002295,4
851182c3fffffff,5,52.9077,36.9552,0.008144,0.00778,5
8511b377fffffff,5,52.3378,35.3453,0.002688,0.001037,11
85119e8ffffffff,5,52.1617,39.4324,0.002039,0.001206,4
85119427fffffff,5,51.7471,36.1823,0.004661,0.00085,16
8511b237fffffff,5,51.8587,34.3734,0.006924,0.00131,11
8511b00bfffffff,5,52.3083,33.3962,0.001027,0.000269,9
85119567fffffff,5,52.2145,37.1881,0.002193,0.001254,12
8511b14bfffffff,5,52.7909,34.3628,0.002096,0.001727,9
8511866bfffffff,5,52.939,36.486,0.008054,0.007764,5
85119c7bfffffff,5,52.6996,39.557,0.004548,0.002202,4
85119513fffffff,5,52.28,36.264,0.002492,0.001308,12
8511b3cbfffffff,5,51.985,34.5007,0.00523,0.001073,11
85119e3bfffffff,5,52.0933,40.1385,0.001872,0.001077,4
85119867fffffff,5,52.7788,41.5441,0.011604,0.010882,3
85118257fffffff,5,52.8745,37.4256,0.007736,0.007269,5
8511b30bfffffff,5,52.2249,34.9856,0.003141,0.00065,11
8511b077fffffff,5,52.4209,33.7517,0.001223,0.000364,9
851195d3fffffff,5,52.0438,35.7657,0.003597,0.000709,12
85119153fffffff,5,51.7489,37.923,0.001639,0.001039,12
8511b1cbfffffff,5,52.9491,33.8036,0.001655,0.001505,5
85119bbbfffffff,5,52.9691,42.35,0.025404,0.025062,3
85118243fffffff,5,52.732,37.5184,0.005673,0.005104,8
85119853fffffff,5,52.4617,40.5956,0.003621,0.002379,4
8511b08bfffffff,5,52.4929,32.8089,0.000377,0.000147,5
85119e27fffffff,5,52.3389,40.4422,0.002742,0.001473,4
8511b437fffffff,5,52.9358,32.0178,0.000165,0.00015,4
851194a7fffffff,5,51.9181,35.633,0.005062,0.000984,16
8511b223fffffff,5,51.7203,34.4709,0.010239,0.001814,11
851191abfffffff,5,52.4092,38.1705,0.00288,0.001946,8
8511b363fffffff,5,52.1981,35.4417,0.003137,0.000728,11
85119e93fffffff,5,52.2047,38.9629,0.001993,0.001186,8
8511b4a3fffffff,5,52.983,31.52,8e-05,7.6e-05,4
8511942bfffffff,5,51.4808,36.1422,0.008361,0.001238,17
8511b00ffffffff,5,52.431,33.5257,0.000971,0.000294,9
8511957bfffffff,5,51.9645,36.9111,0.002072,0.000573,16
8511956bfffffff,5,51.9472,37.1412,0.001916,0.000661,16
8511b14ffffffff,5,52.9178,34.4928,0.002861,0.002619,5
8511943bfffffff,5,51.4966,35.9162,0.010007,0.001485,17
85119ea3fffffff,5,52.4085,39.731,0.002767,0.001018,4
851198cffffffff,5,52.6085,40.511,0.004747,0.003251,4
8511b3cffffffff,5,52.1113,34.6289,0.003899,0.000844,11
8511b373fffffff,5,52.2118,35.2134,0.003189,0.000664,11
85119497fffffff,5,51.6944,34.9199,0.01167,0.002126,12
851191bbfffffff,5,52.4281,37.9363,0.00303,0.002165,8
8511b07bfffffff,5,52.1569,33.7263,0.001991,0.000514,9
8511b233fffffff,5,51.7325,34.2469,0.008828,0.001536,11
851195d7fffffff,5,52.1695,35.8993,0.00282,0.000831,12
85119143fffffff,5,51.7293,38.1536,0.001594,0.001134,8
851186dbfffffff,5,52.8821,35.1856,0.004238,0.003936,5
8511950ffffffff,5,52.2482,36.7254,0.002323,0.001326,12
85118247fffffff,5,52.8571,37.6613,0.007369,0.006843,5
85119857fffffff,5,52.5843,40.75,0.004992,0.003765,4
85119e2bfffffff,5,52.0694,40.3743,0.001824,0.000999,4
8511b43bfffffff,5,52.6986,31.9697,0.000107,7.7e-05,4
85119e37fffffff,5,52.3626,40.2049,0.002718,0.001251,4
85119503fffffff,5,52.2644,36.4945,0.002407,0.001329,12
85119863fffffff,5,52.6567,41.3859,0.008042,0.007284,4
85118253fffffff,5,52.7492,37.2836,0.005885,0.005376,7
8511b307fffffff,5,52.4902,35.019,0.002398,0.001297,11
8511b227fffffff,5,51.8464,34.5982,0.007778,0.001406,11
8511914ffffffff,5,51.7092,38.3846,0.001577,0.001217,8
851191affffffff,5,52.5336,38.315,0.003505,0.002622,8
8511b367fffffff,5,52.3241,35.5744,0.002693,0.001127,11
851198c3fffffff,5,52.632,40.2722,0.004566,0.002756,4
8511b087fffffff,5,52.7302,32.8598,0.000415,0.000296,5
85119e97fffffff,5,52.3285,39.1099,0.002498,0.001121,4
8511942ffffffff,5,51.6059,36.2756,0.005673,0.000939,17
851194a3fffffff,5,51.7924,35.5013,0.00738,0.00131,16
8511b013fffffff,5,52.4669,33.0547,0.000544,0.000187,9
8511956ffffffff,5,52.0721,37.28,0.001919,0.000818,12
8511b153fffffff,5,52.9391,34.0329,0.002021,0.001839,5
8511b3dbfffffff,5,51.997,34.2754,0.004569,0.000982,11
8511867bfffffff,5,52.9539,36.252,0.007822,0.007557,5
8511b3d3fffffff,5,52.135,34.1768,0.003012,0.000706,11
8511b15bfffffff,5,52.8017,34.1336,0.001767,0.001448,9
85119577fffffff,5,52.2316,36.9565,0.002252,0.001301,12
85119007fffffff,5,51.3947,37.2766,0.003445,0.000717,20
8511b01bfffffff,5,52.3349,33.1515,0.000732,0.000193,9
851195dbfffffff,5,51.9033,35.8606,0.004461,0.000868,16
85119437fffffff,5,51.7627,35.9549,0.005553,0.001019,16
85119147fffffff,5,51.8534,38.2959,0.001638,0.001171,8
8511b4affffffff,5,52.9597,31.7691,0.000117,0.000108,4
851198cbfffffff,5,52.4856,40.3575,0.003511,0.002036,4
8511824bfffffff,5,52.5894,37.6106,0.004191,0.003511,8
8511985bfffffff,5,52.3147,40.6798,0.002791,0.001705,4
8511b36ffffffff,5,52.1841,35.6703,0.003003,0.000784,12
85119e2ffffffff,5,52.1921,40.5266,0.002185,0.001044,4
851191b7fffffff,5,52.696,37.9888,0.005059,0.00436,6
8511b22ffffffff,5,51.7076,34.6952,0.011244,0.002044,12
85119507fffffff,5,52.3898,36.6317,0.002754,0.001956,12
85119c1bfffffff,5,52.8867,38.9925,0.006745,0.004867,3
8511950bfffffff,5,52.1229,36.5882,0.002252,0.000891,12
851191b3fffffff,5,52.5713,37.8451,0.003992,0.003243,8
8511b36bfffffff,5,52.0582,35.5376,0.003926,0.000789,12
851198c7fffffff,5,52.755,40.4259,0.006252,0.00435,4
85119e9bfffffff,5,52.0598,39.0506,0.00177,0.001263,8
85119e33fffffff,5,52.2396,40.0534,0.002223,0.001038,4
85119433fffffff,5,51.6373,35.8223,0.008163,0.00135,16
8511824ffffffff,5,52.7143,37.7534,0.005392,0.004759,6
8511b017fffffff,5,52.5769,33.1984,0.000605,0.000301,9
8511b303fffffff,5,52.3639,34.8881,0.00249,0.000834,11
85119573fffffff,5,52.1065,36.8185,0.002109,0.000881,12
8511914bfffffff,5,51.5853,38.2424,0.00159,0.001165,13
